"","CardNames","Artists","Colors","CMC","Types","FirstSet","NbDecks","PercDecks","CardWins","CardMatches","Presence","AvgMdCount","AvgSbCount","PercCopies","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","Archetypes","URL"
"115","Ephemerate","Bastien L. Deharme","W",1,"Instant","MH1",1,1.04166666666667,8,10,1.3,4,0,1.04166666666667,80,44.4,97.5,"Badzan","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#antoine_nd_place"
"116","Eternal Witness","Terese Nielsen","G",3,"Creature","5DN",2,2.08333333333333,15,19,2.4,2.5,0,1.30208333333333,78.9,54.4,93.9,"Badzan; Selesnya Taxes","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#antoine_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#respectthecat_th_place"
"117","Ethereal Armor","Daarken","W",1,"Enchantment","RTR",1,1.04166666666667,7,9,1.2,4,0,1.04166666666667,77.8,40,97.2,"Bogles","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pacoelflaco_th_place"
"118","Ethereal Haze","Chris Appelhans","W",1,"Instant","CHK",1,1.04166666666667,5,7,0.9,0,2,0.520833333333333,71.4,29,96.3,"Ad Nauseam","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#spartanxx_th_place"
"119","Ethersworn Canonist","Izzy","W",2,"Artifact,Creature","ALA",4,4.16666666666667,22,31,4,0,2,2.08333333333333,71,52,85.8,"Heliod Combo; Selesnya Taxes; Hammer Time","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#scorpion_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#respectthecat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#skrown_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#madmaxernst_th_place"
"120","Expedition Map","Franz Vohwinkel","",1,"Artifact","ZEN",3,3.125,16,24,3.1,4,0,3.125,66.7,44.7,84.4,"Eldrazi Tron; Green Tron; Blue Tron","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#clangeddin_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pablozoo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#gernardi_th_place"
"121","Explore","John Avon","G",2,"Sorcery","WWK",1,1.04166666666667,7,9,1.2,1,0,0.260416666666667,77.8,40,97.2,"Green Tron","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pablozoo_th_place"
"122","Extirpate","Jon Foster","B",1,"Instant","PLC",1,1.04166666666667,7,9,1.2,0,1,0.260416666666667,77.8,40,97.2,"Mill","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#stonepeanut_th_place"
"123","Fact or Fiction","Terese Nielsen","U",4,"Instant","INV",1,1.04166666666667,4,7,0.9,0,1,0.260416666666667,57.1,18.4,90.1,"WURG Control","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#gerardo_th_place"
"124","Faith's Shield","Svetlin Velinov","W",1,"Instant","DKA",1,1.04166666666667,5,7,0.9,0,2,0.520833333333333,71.4,29,96.3,"Hammer Time","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#naddyeffintabs_th_place"
"125","Fatal Push","Eric Deschamps","B",1,"Instant","AER",21,21.875,126,172,22.1,2.67,0.67,18.265625,73.3,66,79.7,"Mardu Shadow; UBRG Shadow; Hammer Time; Rakdos Midrange; Grixis Midrange; Jund Shadow; Shadow Prowess; Mill; Dimir Control; Thopter Urza; Jund Midrange","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#jaberwocki_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#mazzu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#rastaf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#ozymandias_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#daibloxsc_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#exoticherman_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#mzblazer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#stonepeanut_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#amplumnox_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#rastaf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#laplasjan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#ozymandias_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#bgdan_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#hcook_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#umekawaneiku_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#ekeross_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#skrown_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#wolfie_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#jaberwocki_th_place"
"126","Finale of Promise","Jaime Jones","R",2,"Sorcery","WAR",1,1.04166666666667,4,7,0.9,1,0,0.260416666666667,57.1,18.4,90.1,"Electro Balance","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#lord_of_puntlantis_th_place"
"127","Firebolt","Ron Spencer","R",1,"Sorcery","ODY",2,2.08333333333333,11,16,2.1,4,0,2.08333333333333,68.8,41.3,89,"Obosh Aggro","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#captainskyscanner_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#hazzrd_st_place"
"128","Firespout","Jeff Miracola","G,R",3,"Sorcery","SHM",4,4.16666666666667,23,32,4.1,0.25,0.75,1.04166666666667,71.9,53.3,86.3,"Giants; WURG Control","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#parrotlet_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#rngspecialist_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#katoriarch_th_place"
"129","Flame Slash","Raymond Swanland","R",1,"Sorcery","ROE",4,4.16666666666667,20,30,3.9,0.75,1,1.82291666666667,66.7,47.2,82.7,"Giants; Obosh Aggro","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#trunks_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#parrotlet_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#captainskyscanner_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#hazzrd_st_place"
"130","Flickerwisp","Jeremy Enecio","W",3,"Creature","EVE",3,3.125,20,26,3.3,3.33,0,2.6015625,76.9,56.4,91,"Badzan; Selesnya Taxes; Boros Taxes","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#antoine_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#respectthecat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#misstrigger_th_place"
"131","Flusterstorm","Erica Yang","U",1,"Instant","CMD",2,2.08333333333333,8,14,1.8,0.5,0.5,0.520833333333333,57.1,28.9,82.3,"Electro Balance; Izzet Prowess","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#lord_of_puntlantis_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#_marian__rd_place"
"132","Force of Negation","Paul Scott Canavan","U",3,"Instant","MH1",29,30.2083333333333,172,239,30.7,2.03,0.76,21.0703125,72,65.8,77.6,"Bant Control; Spirits; Stoneblade; Miracles; Giants; Izzet Prowess; Electro Balance; WURG Control; Dimir Control","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#returntodust_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#chrislampa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#kamitech_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#eclipse_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#remf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#trunks_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#talisker_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#lord_of_puntlantis_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#parrotlet_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#runnrunnr_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#ptartswin_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#shadowz_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#taruto_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#omegauo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#ggoggles_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#_tia__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#talisker_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#sanchez_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#rngspecialist_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#albertosd_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#__bmj___th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#lavaridge_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#yuyan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#darthkid_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#paucr_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#gerardo_th_place"
"133","Fountain of Renewal","Adam Paquette","",1,"Artifact","M19",1,1.04166666666667,5,7,0.9,0,2,0.520833333333333,71.4,29,96.3,"Dimir Control","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#tspjendrek_th_place"
"134","Fragmentize","Jason Felix","W",1,"Sorcery","KLD",1,1.04166666666667,4,7,0.9,0,1,0.260416666666667,57.1,18.4,90.1,"Heliod Combo","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#lightless_th_place"
"135","Frantic Inventory","Aaron Miller","U",2,"Instant","M21",1,1.04166666666667,5,8,1,4,0,1.04166666666667,62.5,24.5,91.5,"Miracles","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#eclipse_th_place"
"136","Gaddock Teeg","Greg Staples","G,W",2,"Creature","LRW",6,6.25,38,50,6.4,0,1.33,2.078125,76,61.8,86.9,"Badzan; Humans; Bogles","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#antoine_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#maxmagicer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#azax_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#wizard__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#nammersquats_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pacoelflaco_th_place"
"137","Gaea's Blessing","Rebecca Guay","G",2,"Sorcery","WTH",8,8.33333333333333,56,73,9.4,0,1,2.08333333333333,76.7,65.4,85.8,"Badzan; WURG Control","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#antoine_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#shadowz_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#taruto_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#__bmj___th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#lavaridge_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#yuyan_th_place"
"138","General Kudro of Drannith","Ryan Pancoast","B,W",3,"Creature","IKO",6,6.25,35,48,6.2,2.17,0,3.390625,72.9,58.2,84.7,"Humans","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#maxmagicer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#azax_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#wizard__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#nammersquats_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#mlgb_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#mlgb_th_place"
"139","Giant Killer","Jesper Ejsing","W",1,"Creature","ELD",2,2.08333333333333,13,18,2.3,0,1,0.520833333333333,72.2,46.5,90.3,"Heliod Combo","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#smdster_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#lightless_th_place"
"140","Giver of Runes","Seb McKinnon","W",1,"Creature","MH1",13,13.5416666666667,76,105,13.5,3.54,0,11.984375,72.4,62.8,80.7,"Badzan; Heliod Combo; Hammer Time; Mono White Taxes; Selesnya Taxes; Boros Taxes","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#antoine_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#scorpion_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#rastaf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#wambocombo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#max_hersch_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#smdster_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#respectthecat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#rastaf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#laplasjan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#skrown_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#misstrigger_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#naddyeffintabs_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#lightless_th_place"
"141","Gladecover Scout","Allen Williams","G",1,"Creature","M12",1,1.04166666666667,7,9,1.2,4,0,1.04166666666667,77.8,40,97.2,"Bogles","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pacoelflaco_th_place"
"142","Glasspool Mimic","Johan Grenier","U",3,"Creature","ZNR",2,2.08333333333333,14,18,2.3,2.5,0,1.30208333333333,77.8,52.4,93.6,"Spirits","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#chrislampa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#genmatsu_th_place"
"143","Glimpse the Unthinkable","Brandon Kitkouski","B,U",2,"Sorcery","RAV",1,1.04166666666667,7,9,1.2,4,0,1.04166666666667,77.8,40,97.2,"Mill","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#stonepeanut_th_place"
"144","Goblin Charbelcher","Stephen Tappin","",4,"Artifact","MRD",1,1.04166666666667,8,10,1.3,1,0,0.260416666666667,80,44.4,97.5,"Oops All Spells","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#nakishima_th_place"
"145","Goblin Guide","Warren Mahy","R",1,"Creature","ZEN",4,4.16666666666667,28,36,4.6,3.75,0,3.90625,77.8,60.8,89.9,"Burn; Bushwhacker Zoo","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#cubas_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#giovanimf_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#_lsn__rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#jositoshekel_th_place"
"146","Golgari Thug","Kev Walker","B",2,"Creature","RAV",1,1.04166666666667,4,7,0.9,3,0,0.78125,57.1,18.4,90.1,"Dredge","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#boland_th_place"
"147","Golos, Tireless Pilgrim","Joseph Meehan","",5,"Artifact,Creature","M20",1,1.04166666666667,7,9,1.2,3,0,0.78125,77.8,40,97.2,"Green Tron","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pablozoo_th_place"
"148","Grafdigger's Cage","Daniel Ljunggren","",1,"Artifact","DKA",6,6.25,31,45,5.8,0,1.5,2.34375,68.9,53.4,81.8,"Humans; Green Devotion; Eldrazi Tron","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#maxmagicer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#azax_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#wizard__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#curtisaxel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#clangeddin_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#nammersquats_th_place"
"149","Grand Abolisher","Eric Deschamps","W",2,"Creature","M12",1,1.04166666666667,4,7,0.9,0,2,0.520833333333333,57.1,18.4,90.1,"Ad Nauseam","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#patheus__nd_place"
"150","Greater Gargadon","Rob Alexander","R",10,"Creature","TSP",1,1.04166666666667,4,7,0.9,3,0,0.78125,57.1,18.4,90.1,"Electro Balance","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#lord_of_puntlantis_th_place"
"151","Grinding Station","Greg Staples","",2,"Artifact","5DN",1,1.04166666666667,4,7,0.9,4,0,1.04166666666667,57.1,18.4,90.1,"Grinding Breach","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#_logic__th_place"
"152","Growth Spiral","Seb McKinnon","G,U",2,"Instant","RNA",15,15.625,99,131,16.8,2.67,0,10.4296875,75.6,67.3,82.7,"Bant Control; Giants; WURG Control","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#returntodust_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#trunks_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#parrotlet_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#ptartswin_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#shadowz_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#taruto_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#omegauo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#_tia__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#sanchez_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#rngspecialist_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#__bmj___th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#lavaridge_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#gerardo_th_place"
"153","Gryff's Boon","Svetlin Velinov","W",1,"Enchantment","SOI",1,1.04166666666667,7,9,1.2,4,0,1.04166666666667,77.8,40,97.2,"Bogles","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pacoelflaco_th_place"
"154","Gut Shot","Greg Staples","R",1,"Instant","NPH",7,7.29166666666667,36,54,6.9,2,0,3.64583333333333,66.7,52.5,78.9,"Izzet Prowess","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#talisker_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#runnrunnr_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#ggoggles_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#talisker_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#kthanakit_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#_marian__rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#o_danielakos_st_place"
"155","Hagra Mauling","Victor Adame Minguez","B",4,"Instant","ZNR",1,1.04166666666667,8,10,1.3,2,0,0.520833333333333,80,44.4,97.5,"Oops All Spells","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#nakishima_th_place"
"156","Heartless Act","Ryan Pancoast","B",2,"Instant","IKO",1,1.04166666666667,5,7,0.9,0,1,0.260416666666667,71.4,29,96.3,"Dimir Control","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#tspjendrek_th_place"
"157","Hedron Crab","Jesper Ejsing","U",1,"Creature","ZEN",1,1.04166666666667,7,9,1.2,4,0,1.04166666666667,77.8,40,97.2,"Mill","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#stonepeanut_th_place"
"158","Heliod, Sun-Crowned","Lius Lasahido","W",3,"Enchantment,Creature","THB",7,7.29166666666667,36,54,6.9,4,0,7.29166666666667,66.7,52.5,78.9,"Heliod Combo","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#scorpion_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#chefow_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#wambocombo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#smdster_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#game_night_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#lightless_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#filyoni_nd_place"
"159","Hour of Promise","Jonas De Ro","G",5,"Sorcery","HOU",11,11.4583333333333,73,96,12.3,1.18,0,3.38020833333333,76,66.3,84.2,"Bant Control; WURG Control","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#returntodust_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#ptartswin_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#taruto_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#omegauo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#_tia__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#sanchez_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#__bmj___th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#yuyan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#gerardo_th_place"
"160","Hyena Umbra","Howard Lyon","W",1,"Enchantment","ROE",1,1.04166666666667,7,9,1.2,2,0,0.520833333333333,77.8,40,97.2,"Bogles","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pacoelflaco_th_place"
"161","In Search of Greatness","Ilse Gort","G",2,"Enchantment","KHM",1,1.04166666666667,4,7,0.9,4,0,1.04166666666667,57.1,18.4,90.1,"Green Devotion","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#curtisaxel_th_place"
