EVENT,META,WEEK,DATE,RESULT,POINTS,PLAYER,URL,ARCHETYPE,COLOR,COMPANION
Modern Preliminary,LastOkoDays,1,2019-12-13,3-2,9,koko_lopez,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-16#koko_lopez_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,1,2019-12-13,3-2,9,MLupa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-16#mlupa_-,Gifts Storm,URG,
Modern Preliminary,LastOkoDays,1,2019-12-13,3-2,9,SoulStrong,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-16#soulstrong_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,1,2019-12-13,3-2,9,azax,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-16#azax_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,1,2019-12-13,3-2,9,Xwhale,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-16#xwhale_-,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,1,2019-12-14,1st Place,15,stainerson,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#stainerson_st_place,Titan Shift,RG,
Modern Challenge,LastOkoDays,1,2019-12-14,2nd Place,18,pbarrrgh,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#pbarrrgh_nd_place,Azorius Control,WU,
Modern Challenge,LastOkoDays,1,2019-12-14,3rd Place,18,Kuhb,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#kuhb_rd_place,Thopter Urza,UBG,
Modern Challenge,LastOkoDays,1,2019-12-14,4th Place,15,Cherryxman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#cherryxman_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,1,2019-12-14,5th Place,21,benchsummer,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#benchsummer_th_place,UBRG Shadow,UBRG,
Modern Challenge,LastOkoDays,1,2019-12-14,6th Place,18,Finalnub,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#finalnub_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,1,2019-12-14,7th Place,18,shoktroopa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#shoktroopa_th_place,Blue Tron,U,
Modern Challenge,LastOkoDays,1,2019-12-14,8th Place,18,Brener,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#brener_th_place,Infect,UG,
Modern Challenge,LastOkoDays,1,2019-12-14,9th Place,15,qbturtle15,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#qbturtle_th_place,Jund Midrange,BRG,
Modern Challenge,LastOkoDays,1,2019-12-14,10th Place,15,Nematic,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#nematic_th_place,Urza Oko,UBG,
Modern Challenge,LastOkoDays,1,2019-12-14,11th Place,15,CaviAck,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#caviack_th_place,Eldrazi Tron,G,
Modern Challenge,LastOkoDays,1,2019-12-14,12th Place,15,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#mcwinsauce_th_place,Bant Control,WUG,
Modern Challenge,LastOkoDays,1,2019-12-14,13th Place,15,UpNorthNorway,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#upnorthnorway_th_place,UBRG Shadow,UBRG,
Modern Challenge,LastOkoDays,1,2019-12-14,14th Place,15,yamakiller,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#yamakiller_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,1,2019-12-14,15th Place,15,Mulldrifter,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#mulldrifter_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,1,2019-12-14,16th Place,15,shadow_PT,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#shadow_pt_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,1,2019-12-14,17th Place,15,patheus_84,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#patheus__th_place,Izzet Control,UR,
Modern Challenge,LastOkoDays,1,2019-12-14,18th Place,15,belanna999,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#belanna_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,1,2019-12-14,19th Place,15,Poderosisimo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#poderosisimo_th_place,Grixis Shadow,UBR,
Modern Challenge,LastOkoDays,1,2019-12-14,20th Place,15,122pablo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#pablo_th_place,Ascendancy Combo,WURG,
Modern Challenge,LastOkoDays,1,2019-12-14,21st Place,15,AbelMolto,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#abelmolto_st_place,Burn,WRG,
Modern Challenge,LastOkoDays,1,2019-12-14,22nd Place,15,Griselpuff,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#griselpuff_nd_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,1,2019-12-14,23rd Place,15,Sungjin,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#sungjin_rd_place,Bant Control,WUG,
Modern Challenge,LastOkoDays,1,2019-12-14,24th Place,12,lurtzer,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#lurtzer_th_place,Devoted,WUG,
Modern Challenge,LastOkoDays,1,2019-12-14,25th Place,12,Ivan_Catanduva_Br,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#ivan_catanduva_br_th_place,Urza Oko,UBG,
Modern Challenge,LastOkoDays,1,2019-12-14,26th Place,12,nahuel10,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#nahuel_th_place,Burn,WR,
Modern Challenge,LastOkoDays,1,2019-12-14,27th Place,12,Falkoneye,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#falkoneye_th_place,Urza Oko,UBG,
Modern Challenge,LastOkoDays,1,2019-12-14,28th Place,12,updraftelemental,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#updraftelemental_th_place,UBRG Shadow,UBRG,
Modern Challenge,LastOkoDays,1,2019-12-14,29th Place,12,SourceOdin,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#sourceodin_th_place,Thopter Urza,WURG,
Modern Challenge,LastOkoDays,1,2019-12-14,30th Place,12,azatoyellow,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#azatoyellow_th_place,Temur Control,URG,
Modern Challenge,LastOkoDays,1,2019-12-14,31st Place,12,kazna,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#kazna_st_place,Bant Control,WUG,
Modern Challenge,LastOkoDays,1,2019-12-14,32nd Place,12,OPMegaProEloKoks,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#opmegaproelokoks_nd_place,Crabvine,UBG,
Modern Preliminary,LastOkoDays,2,2019-12-16,5-0,15,MLupa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#mlupa_-,Gifts Storm,URG,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,THE_NARD,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#the_nard_-,Mono Red Prowess,R,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,Folero,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#folero_-,Infect,UG,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,scubypandatv,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#scubypandatv_-,Devoted,WBRG,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,Joey_Wheeler,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#joey_wheeler_-,Green Eldrazi,UG,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,Finespoo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#finespoo_-,Infect,UG,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#mcwinsauce_-,Bant Control,WUG,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,Mulldrifter,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#mulldrifter_-,Eldrazi Tron,C,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,crazeejakee07,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#crazeejakee_-,Bant Midrange,WUG,
Modern Preliminary,LastOkoDays,2,2019-12-16,4-1,12,kasa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#kasa_-,Green Tron,G,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,killersuv,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#killersuv_-,Eldrazi Tron,C,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,Bugsy69,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#bugsy_-,Gifts Storm,UR,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,TombSimon,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#tombsimon_-,Crabvine,UBG,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,SoulStrong,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#soulstrong_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,Lord_of_Puntlantis,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#lord_of_puntlantis_-,Infect,UG,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,qbturtle15,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#qbturtle_-,Jund Midrange,BRG,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,griffy161,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#griffy_-,Green Tron,G,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,yamakiller,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#yamakiller_-,Eldrazi Tron,C,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,limp22,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#limp_-,Devoted,WUG,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,sandydogmtg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#sandydogmtg_-,Burn,WR,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,Atticuslol,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#atticuslol_-,Mono Red Prowess,R,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,azax,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#azax_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,Nammersquats,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#nammersquats_-,Humans,WUBRG,
Modern Preliminary,LastOkoDays,2,2019-12-16,3-2,9,FalseMufn,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-17#falsemufn_-,Amulet Titan,UG,
Modern Preliminary,LastOkoDays,2,2019-12-17,4-1,12,Nammersquats,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#nammersquats_-,Humans,WUBRG,
Modern Preliminary,LastOkoDays,2,2019-12-17,4-1,12,reew2n,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#reewn_-,Mono Red Prowess,R,
Modern Preliminary,LastOkoDays,2,2019-12-17,4-1,12,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#mcwinsauce_-,Bant Control,WUG,
Modern Preliminary,LastOkoDays,2,2019-12-17,4-1,12,JSG-MTG,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#jsg-mtg_-,Eldrazi Tron,C,
Modern Preliminary,LastOkoDays,2,2019-12-17,3-2,9,Tiemuuu,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#tiemuuu_-,Izzet Control,UR,
Modern Preliminary,LastOkoDays,2,2019-12-17,3-2,9,kanister,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#kanister_-,Urza Oko,UG,
Modern Preliminary,LastOkoDays,2,2019-12-17,3-2,9,mmapson125,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#mmapson_-,Amulet Titan,UG,
Modern Preliminary,LastOkoDays,2,2019-12-17,3-2,9,lynnchalice,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#lynnchalice_-,Izzet Control,UR,
Modern Preliminary,LastOkoDays,2,2019-12-17,3-2,9,Wyern,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#wyern_-,Humans,WUBRG,
Modern Preliminary,LastOkoDays,2,2019-12-17,3-2,9,nahuel10,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#nahuel_-,Burn,WR,
Modern Preliminary,LastOkoDays,2,2019-12-17,3-2,9,Kricha13,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#kricha_-,Eldrazi Tron,C,
Modern Preliminary,LastOkoDays,2,2019-12-17,3-2,9,Bohnz,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-18#bohnz_-,Bant Control,WUG,
Modern Preliminary,LastOkoDays,2,2019-12-19,5-0,15,Valorj,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-20#valorj_-,Green Tron,G,
Modern Preliminary,LastOkoDays,2,2019-12-19,4-1,12,TombSimon,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-20#tombsimon_-,Titan Shift,RG,
Modern Preliminary,LastOkoDays,2,2019-12-19,4-1,12,Pintogeddon2,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-20#pintogeddon_-,Humans,WUBRG,
Modern Preliminary,LastOkoDays,2,2019-12-19,4-1,12,Mulldrifter,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-20#mulldrifter_-,Eldrazi Tron,C,
Modern Preliminary,LastOkoDays,2,2019-12-19,3-2,9,MattiJohansson,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-20#mattijohansson_-,Green Eldrazi,UG,
Modern Preliminary,LastOkoDays,2,2019-12-19,3-2,9,JapaneseFisherman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-20#japanesefisherman_-,Green Eldrazi,RG,
Modern Preliminary,LastOkoDays,2,2019-12-19,3-2,9,PRGJJAR,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-20#prgjjar_-,Dredge,BRG,
Modern Preliminary,LastOkoDays,2,2019-12-19,3-2,9,Phill_Hellmuth,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-20#phill_hellmuth_-,Humans,WUBRG,
Modern Preliminary,LastOkoDays,2,2019-12-20,5-0,15,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#mcwinsauce_-,Bant Control,WUG,
Modern Preliminary,LastOkoDays,2,2019-12-20,4-1,12,maxxattack,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#maxxattack_-,Infect,UG,
Modern Preliminary,LastOkoDays,2,2019-12-20,4-1,12,Erik157751,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#erik_-,Eldrazi Tron,C,
Modern Preliminary,LastOkoDays,2,2019-12-20,4-1,12,reew2n,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#reewn_-,Mono Red Prowess,R,
Modern Preliminary,LastOkoDays,2,2019-12-20,4-1,12,scubypandatv,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#scubypandatv_-,Amulet Titan,UG,
Modern Preliminary,LastOkoDays,2,2019-12-20,4-1,12,SoulStrong,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#soulstrong_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,MayoDomo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#mayodomo_-,Infect,UG,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,SvenSveeterSven,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#svensveetersven_-,Izzet Control,UR,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,koko_lopez,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#koko_lopez_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,FrancusAurelius,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#francusaurelius_-,Gruul Midrange,RG,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,azax,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#azax_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,kanister,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#kanister_-,Amulet Titan,UG,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,Wolvenjoe1984,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#wolvenjoe_-,Thopter Urza,UBG,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,raynesobad,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#raynesobad_-,Urza Oko,UG,
Modern Preliminary,LastOkoDays,2,2019-12-20,3-2,9,zachattack23,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2019-12-21#zachattack_-,Urza Oko,WUG,
Modern Challenge,LastOkoDays,2,2019-12-21,1st Place,18,Toastxp,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#toastxp_st_place,Urza Oko,WUG,
Modern Challenge,LastOkoDays,2,2019-12-21,2nd Place,15,Brener,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#brener_nd_place,Bant Midrange,WUG,
Modern Challenge,LastOkoDays,2,2019-12-21,3rd Place,18,Nisus,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#nisus_rd_place,Crabvine,UBG,
Modern Challenge,LastOkoDays,2,2019-12-21,4th Place,18,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#mcwinsauce_th_place,Bant Control,WUG,
Modern Challenge,LastOkoDays,2,2019-12-21,5th Place,21,MLupa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#mlupa_th_place,Bant Midrange,WUG,
Modern Challenge,LastOkoDays,2,2019-12-21,6th Place,18,_IlNano_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#_ilnano__th_place,Humans,WUBRG,
Modern Challenge,LastOkoDays,2,2019-12-21,7th Place,18,LSMD,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#lsmd_th_place,Grixis Shadow,UBR,
Modern Challenge,LastOkoDays,2,2019-12-21,8th Place,18,LORiWWA,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#loriwwa_th_place,Amulet Titan,UG,
Modern Challenge,LastOkoDays,2,2019-12-21,9th Place,15,VTCLA,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#vtcla_th_place,Urza Oko,UG,
Modern Challenge,LastOkoDays,2,2019-12-21,10th Place,15,Numena_Lowallyn,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#numena_lowallyn_th_place,Eldrazi Tron,G,
Modern Challenge,LastOkoDays,2,2019-12-21,11th Place,15,AlphaFrog,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#alphafrog_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,2,2019-12-21,12th Place,15,Danker,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#danker_th_place,Bant Control,WUG,
Modern Challenge,LastOkoDays,2,2019-12-21,13th Place,15,Prescienced,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#prescienced_th_place,Green Eldrazi,UG,
Modern Challenge,LastOkoDays,2,2019-12-21,14th Place,15,thestudygroup,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#thestudygroup_th_place,Mono White Taxes,W,
Modern Challenge,LastOkoDays,2,2019-12-21,15th Place,15,SoulStrong,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#soulstrong_th_place,UBRG Shadow,UBRG,
Modern Challenge,LastOkoDays,2,2019-12-21,16th Place,15,kiko,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#kiko_th_place,Esper Taxes,WUB,
Modern Challenge,LastOkoDays,2,2019-12-21,17th Place,15,MentalMisstep,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#mentalmisstep_th_place,Thopter Urza,WUBG,
Modern Challenge,LastOkoDays,2,2019-12-21,18th Place,15,Laplasjan,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#laplasjan_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,2,2019-12-21,19th Place,15,zebhillard,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#zebhillard_th_place,Titan Shift,RG,
Modern Challenge,LastOkoDays,2,2019-12-21,20th Place,15,CyrusCG,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#cyruscg_th_place,Titan Shift,RG,
Modern Challenge,LastOkoDays,2,2019-12-21,21st Place,15,Tiemuuu,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#tiemuuu_st_place,Izzet Control,UR,
Modern Challenge,LastOkoDays,2,2019-12-21,22nd Place,15,llawtonss,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#llawtonss_nd_place,Izzet Control,UR,
Modern Challenge,LastOkoDays,2,2019-12-21,23rd Place,15,Degan1,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#degan_rd_place,Bant Midrange,WUG,
Modern Challenge,LastOkoDays,2,2019-12-21,24th Place,12,cronman87,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#cronman_th_place,Mono Red Prowess,R,
Modern Challenge,LastOkoDays,2,2019-12-21,25th Place,12,RicardoMSLan,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#ricardomslan_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,2,2019-12-21,26th Place,12,Coly2,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#coly_th_place,Mono Red Prowess,R,
Modern Challenge,LastOkoDays,2,2019-12-21,27th Place,12,Lord_Beerus,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#lord_beerus_th_place,Bant Control,WUG,
Modern Challenge,LastOkoDays,2,2019-12-21,28th Place,12,trap_man,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#trap_man_th_place,Mono Red Prowess,R,
Modern Challenge,LastOkoDays,2,2019-12-21,29th Place,12,blastoids,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#blastoids_th_place,Grixis Shadow,UBR,
