EVENT,META,WEEK,DATE,RESULT,POINTS,PLAYER,URL,ARCHETYPE,COLOR,COMPANION
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,pbarrrgh,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#pbarrrgh_-,Bant Control,WUG,Yorion
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,DavidDPanda,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#daviddpanda_-,E Tron,C,
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,HypnoticaL,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#hypnotical_-,Rakdos Prowess,BR,Lurrus
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,liu123,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#liu_-,Bogles,WG,Lurrus
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,Boin,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#boin_-,Golgari Midrange,BG,Lurrus
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,_qfortier,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#_qfortier_-,Temur Midrange,URG,
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,nahuel10,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#nahuel_-,WUBG Control,WUBG,Yorion
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,DeeBoFour20,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#deebofour_-,G Tron,G,Jegantha
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,fpawlusz,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#fpawlusz_-,KGC Amulet Titan,WUBRG,
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,WeareVenom,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#wearevenom_-,Bant Control,WUG,
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,ary31415,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#ary_-,Jund Midrange,BRG,
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,JouNick,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#jounick_-,Jund Shadow,BRG,Lurrus
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,Flight24White,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#flightwhite_-,Neobrand,UG,
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,Wuhsa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#wuhsa_-,Niv To Light,WUBRG,Jegantha
Modern League,PostCompanionChange,1,2020-06-05,5-0,-,stefanocanclini,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-05#stefanocanclini_-,Ad Nauseam,WUB,
Modern Preliminary,PostCompanionChange,1,2020-06-05,5-0,15,Diatomic,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#diatomic_-,Bant Control,WUG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,4-1,12,_Shatun_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#_shatun__-,Gruul Midrange,RG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,4-1,12,_INF_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#_inf__-,Gifts Storm,UR,
Modern Preliminary,PostCompanionChange,1,2020-06-05,4-1,12,ZYURYO,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#zyuryo_-,WUBG Control,WUBG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,4-1,12,slsh,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#slsh_-,Gruul Midrange,RG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,4-1,12,Do0mSwitch,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#domswitch_-,Bant Control,WUG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,ilsecco14,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#ilsecco_-,Golgari Midrange,BG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,kanister,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#kanister_-,Humans,WUBRG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,audio336,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#audio_-,Dredge,BRG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,12Days,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#days_-,Jund Midrange,BRG,Obosh
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,sff_mtg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#sff_mtg_-,KGC Tron,G,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,elad3127,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#elad_-,Gruul Midrange,RG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,Doomed_Necromancer,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#doomed_necromancer_-,Abzan Midrange,WBG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,nielsen333,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#nielsen_-,Jeskai Control,WUR,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,matyo804,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#matyo_-,Humans,WUBRG,
Modern Preliminary,PostCompanionChange,1,2020-06-05,3-2,9,ktmr-39,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-06#ktmr-_-,Golos Tron,G,Jegantha
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,1st Place,21,Do0mSwitch,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#domswitch_st_place,Bant Control,WUG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,2nd Place,24,hugofreitas1,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#hugofreitas_nd_place,Gifts Storm,UR,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,3rd Place,21,nathansteuer,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#nathansteuer_rd_place,Uroza,URG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,4th Place,21,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#mcwinsauce_th_place,Bant Control,WUG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,5th Place,21,Finalnub,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#finalnub_th_place,Neobrand,UG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,6th Place,21,SebastianStueckl,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#sebastianstueckl_th_place,Gruul Midrange,RG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,7th Place,21,MatheusPonciano,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#matheusponciano_th_place,Dredge,UBRG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,8th Place,18,cftsoc3,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#cftsoc_th_place,Bant Blink,WUG,Yorion
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,9th Place,18,PietroSas,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#pietrosas_th_place,Devoted,WG,Lurrus
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,10th Place,18,TheTunnelingCat,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#thetunnelingcat_th_place,E Tron,C,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,11th Place,18,Sonso JF,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#sonso_jf_th_place,Heliod Devoted,WBG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,12th Place,18,Moniz0801,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#moniz_th_place,KGC Amulet Titan,WUBRG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,13th Place,18,SpiderSpace,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#spiderspace_th_place,Hardened Scales,G,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,14th Place,18,patrick50,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#patrick_th_place,Devoted,WG,Lurrus
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,15th Place,18,rn17,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#rn_th_place,Thopter Urza,UBR,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,16th Place,18,Trellon,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#trellon_th_place,U Tron,U,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,17th Place,18,_Batutinha_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#_batutinha__th_place,Bant Control,WUG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,18th Place,18,TSPJendrek,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#tspjendrek_th_place,WUBG Control,WUBG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,19th Place,18,solace,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#solace_th_place,Gruul Midrange,RG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,20th Place,18,Zebrah,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#zebrah_th_place,Amulet Titan,WUBRG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,21st Place,18,DavidDPanda,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#daviddpanda_st_place,E Tron,C,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,22nd Place,18,FreedMania,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#freedmania_nd_place,Amulet Titan,WUBRG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,23rd Place,18,BaronOfBacon,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#baronofbacon_rd_place,Humans,WUBRG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,24th Place,18,GiovaniMF,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#giovanimf_th_place,Burn,WR,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,25th Place,15,Icteridae,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#icteridae_th_place,Heliod Devoted,WUG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,26th Place,15,bobjackson,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#bobjackson_th_place,KGC Tron,G,Jegantha
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,27th Place,15,Ennuixd,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#ennuixd_th_place,Amulet Titan,WURG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,28th Place,15,pbarrrgh,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#pbarrrgh_th_place,Sultai Control,UBG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,29th Place,15,Shorak123,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#shorak_th_place,Sultai Control,UBG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,30th Place,15,JMoney8771,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#jmoney_th_place,Infect,UG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,31st Place,15,stainerson,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#stainerson_st_place,Bant Control,WUG,
Modern Showcase Challenge,PostCompanionChange,1,2020-06-06,32nd Place,15,sora1248,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#sora_nd_place,Winota,WRG,
Modern Challenge,PostCompanionChange,1,2020-06-07,1st Place,18,TSPJendrek,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#tspjendrek_st_place,WUBG Control,WUBG,
Modern Challenge,PostCompanionChange,1,2020-06-07,2nd Place,15,ZYURYO,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#zyuryo_nd_place,WUBG Control,WUBG,
Modern Challenge,PostCompanionChange,1,2020-06-07,3rd Place,21,JB2002,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#jb_rd_place,Bant Blink,WUG,Yorion
Modern Challenge,PostCompanionChange,1,2020-06-07,4th Place,18,Yanti,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#yanti_th_place,Humans,WUBRG,
Modern Challenge,PostCompanionChange,1,2020-06-07,5th Place,18,Blitzlion27,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#blitzlion_th_place,Mill,UB,
Modern Challenge,PostCompanionChange,1,2020-06-07,6th Place,15,AstralPlane,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#astralplane_th_place,Burn,WR,
Modern Challenge,PostCompanionChange,1,2020-06-07,7th Place,15,SvenSvenSven,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#svensvensven_th_place,Izzet Control,UR,
Modern Challenge,PostCompanionChange,1,2020-06-07,8th Place,15,signblindman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#signblindman_th_place,Gruul Midrange,RG,
Modern Challenge,PostCompanionChange,1,2020-06-07,9th Place,15,hugo87,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#hugo_th_place,Gifts Storm,UR,
Modern Challenge,PostCompanionChange,1,2020-06-07,10th Place,15,Tw33Ty,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#twty_th_place,E Tron,C,
Modern Challenge,PostCompanionChange,1,2020-06-07,11th Place,15,Cherryxman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#cherryxman_th_place,Bant Control,WUG,
Modern Challenge,PostCompanionChange,1,2020-06-07,12th Place,15,Trid0n,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#tridn_th_place,Humans,WUBRG,
Modern Challenge,PostCompanionChange,1,2020-06-07,13th Place,15,Laplasjan,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#laplasjan_th_place,Devoted,WG,Lurrus
Modern Challenge,PostCompanionChange,1,2020-06-07,14th Place,15,Ryan100495,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#ryan_th_place,Dredge,BRG,
Modern Challenge,PostCompanionChange,1,2020-06-07,15th Place,15,Lord_Beerus,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#lord_beerus_th_place,Burn,WR,Lurrus
Modern Challenge,PostCompanionChange,1,2020-06-07,16th Place,15,_Batutinha_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#_batutinha__th_place,Bant Control,WUG,
Modern Challenge,PostCompanionChange,1,2020-06-07,17th Place,15,ScreenwriterNY,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#screenwriterny_th_place,WUBG Control,WUBG,Yorion
Modern Challenge,PostCompanionChange,1,2020-06-07,18th Place,12,Erik157751,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#erik_th_place,E Tron,C,
Modern Challenge,PostCompanionChange,1,2020-06-07,19th Place,12,sff_mtg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#sff_mtg_th_place,KGC Tron,G,
Modern Challenge,PostCompanionChange,1,2020-06-07,20th Place,12,Scacco Malto,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#scacco_malto_th_place,Mono Red Prowess,R,
Modern Challenge,PostCompanionChange,1,2020-06-07,21st Place,12,mosskami,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#mosskami_st_place,KGC Amulet Titan,WUBRG,
Modern Challenge,PostCompanionChange,1,2020-06-07,22nd Place,12,indianpancake,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#indianpancake_nd_place,Devoted,WG,
Modern Challenge,PostCompanionChange,1,2020-06-07,23rd Place,12,Koso,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#koso_rd_place,E Tron,C,
Modern Challenge,PostCompanionChange,1,2020-06-07,24th Place,12,WeareVenom,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#wearevenom_th_place,Bant Control,WUG,
Modern Challenge,PostCompanionChange,1,2020-06-07,25th Place,12,robb93,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#robb_th_place,E Tron,C,
Modern Challenge,PostCompanionChange,1,2020-06-07,26th Place,12,leclairandy,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#leclairandy_th_place,Bant Control,WUG,
Modern Challenge,PostCompanionChange,1,2020-06-07,27th Place,12,Math_God,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#math_god_th_place,Gifts Storm,UR,
Modern Challenge,PostCompanionChange,1,2020-06-07,28th Place,12,Wartico1,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#wartico_th_place,Devoted,WG,Lurrus
Modern Challenge,PostCompanionChange,1,2020-06-07,29th Place,12,Nightblue,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#nightblue_th_place,Burn,WR,
Modern Challenge,PostCompanionChange,1,2020-06-07,30th Place,12,ilsecco14,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#ilsecco_th_place,Neobrand,UG,
Modern Challenge,PostCompanionChange,1,2020-06-07,31st Place,12,Moniz0801,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#moniz_st_place,KGC Amulet Titan,WUBRG,
Modern Challenge,PostCompanionChange,1,2020-06-07,32nd Place,12,Oscar_Franco,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#oscar_franco_nd_place,E Tron,C,
Modern League,PostCompanionChange,2,2020-06-09,5-0,-,Tarrasque1,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-09#tarrasque_-,Elementals,WUBRG,
Modern League,PostCompanionChange,2,2020-06-09,5-0,-,Mateusf34,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-09#mateusf_-,E Tron,C,
Modern League,PostCompanionChange,2,2020-06-09,5-0,-,Wuhsa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-09#wuhsa_-,Niv To Light,WUBRG,
