"","PLAYERS","NB_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"11","Moniz0801",3,24,0.708333333333333,0.489052186142167,0.873847911476309,51,"Amulet Titan","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#moniz_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#moniz_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#moniz_rd_place"
"12","Sodeq",2,19,0.894736842105263,0.668623335543234,0.986987835628223,51,"Oops All Spells","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#sodeq_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#sodeq_th_place"
"13","Darkiundsa",2,19,0.842105263157895,0.604215448733326,0.966173750998235,48,"Humans; WURG Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#darkiundsa_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#darkiundsa_th_place"
"14","stayrospet",3,24,0.666666666666667,0.446780384340352,0.843697714290865,48,"Omnath Saheeli; Oops All Spells; Dredge","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#stayrospet_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#stayrospet_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#stayrospet_nd_place"
"15","Gobern",3,23,0.695652173913043,0.470808333991493,0.8678971203019,48,"Sultai Control; UBRG Control; Niv To Light","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#gobern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#gobern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#gobern_nd_place"
"16","_Batutinha_",3,21,0.761904761904762,0.528340172345379,0.917824124406977,48,"Reclaimer Titan; Shadow Prowess","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#_batutinha__th_place"
"17","Samcaster-Mage",3,23,0.695652173913043,0.470808333991493,0.8678971203019,48,"Eldrazi Tron","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#samcaster-mage_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#samcaster-mage_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#samcaster-mage_st_place"
"18","bigjc00",2,19,0.842105263157895,0.604215448733326,0.966173750998235,48,"Amulet Titan","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#bigjc_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#bigjc_st_place"
"19","RespectTheCat",2,19,0.789473684210526,0.544346918108494,0.93947546229071,45,"Azorius Taxes","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#respectthecat_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#respectthecat_th_place"
"20","azax",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"Reclaimer Titan","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#azax_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#azax_th_place"
"21","Mcleskey",2,20,0.7,0.457210817723711,0.881068409594272,42,"Humans; Izzet Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#mcleskey_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#mcleskey_nd_place"
"22","DrDree",3,21,0.666666666666667,0.430324517095876,0.854123057656903,42,"Humans","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#drdree_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#drdree_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#drdree_th_place"
"23","mechint",3,23,0.608695652173913,0.38541895738885,0.802923576030986,42,"WURG Control; Azorius Control; Temur Control","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#mechint_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#mechint_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#mechint_th_place"
"24","PietroSas",2,17,0.823529411764706,0.565682127155716,0.962014931929374,42,"Devoted","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#pietrosas_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#pietrosas_st_place"
"25","Kurusu",3,21,0.666666666666667,0.430324517095876,0.854123057656903,42,"Kiki Chord","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#kurusu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#kurusu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#kurusu_th_place"
"26","bamzing",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"WURG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#bamzing_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#bamzing_th_place"
"27","sendoh007",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"Gruul Midrange; Jund Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#sendoh_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#sendoh_th_place"
"28","Kaies",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"Shadow Prowess","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#kaies_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#kaies_th_place"
"29","BradPitKeeper",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"WURG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#bradpitkeeper_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#bradpitkeeper_th_place"
"30","aspiringspike",2,19,0.736842105263158,0.487970654654127,0.908534215092333,42,"Jeskai Control; Bant Blink","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#aspiringspike_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#aspiringspike_nd_place"
"31","Mordeka1ser",2,17,0.823529411764706,0.565682127155716,0.962014931929374,42,"Niv To Light","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#mordekaser_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#mordekaser_rd_place"
"32","AstralPlane",3,22,0.590909090909091,0.363546961729731,0.792906877002851,39,"Omnath Saheeli; Izzet Prowess","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#astralplane_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#astralplane_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#astralplane_th_place"
"33","AlpInco",2,17,0.764705882352941,0.50100672679542,0.931892259562643,39,"Oops All Spells","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#alpinco_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#alpinco_th_place"
"34","Bayesta_93",2,17,0.764705882352941,0.50100672679542,0.931892259562643,39,"Shadow Prowess","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#bayesta__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#bayesta__st_place"
"35","SoulStrong",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Reclaimer Titan","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#soulstrong_th_place"
"36","JUJUBEAN__2004",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"UBRG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#jujubean___rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#jujubean___st_place"
"37","Lordzedane",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Jund Midrange; Shadow Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#lordzedane_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#lordzedane_th_place"
"38","ColdPier",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Mono White Taxes; Thopter Urza","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#coldpier_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#coldpier_th_place"
"39","fingers1991",2,17,0.705882352941177,0.440417281245663,0.89686448562968,36,"WURG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#fingers_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#fingers_th_place"
"40","SpiderSpace",2,16,0.75,0.476229180103872,0.927337961747118,36,"Inverter Combo; Electro Balance","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#spiderspace_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#spiderspace_th_place"
"41","fradev1988",2,17,0.705882352941177,0.440417281245663,0.89686448562968,36,"Electro Balance","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#fradev_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#fradev_th_place"
"42","joetru",2,16,0.75,0.476229180103872,0.927337961747118,36,"Niv To Light","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#joetru_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#joetru_th_place"
"43","Tweedel",3,21,0.571428571428571,0.340206309280275,0.78180314311487,36,"Humans; Izzet Control","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#tweedel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#tweedel_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#tweedel_nd_place"
"44","maxbv",2,16,0.75,0.476229180103872,0.927337961747118,36,"Mono White Taxes","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#maxbv_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#maxbv_th_place"
"45","Martin_Dominguez",2,17,0.705882352941177,0.440417281245663,0.89686448562968,36,"Devoted; Heliod Combo","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#martin_dominguez_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#martin_dominguez_th_place"
"46","Kaizer_Kahn",2,16,0.75,0.476229180103872,0.927337961747118,36,"Obosh Aggro; Mono Red Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#kaizer_kahn_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#kaizer_kahn_th_place"
"47","exoticherman",2,17,0.705882352941177,0.440417281245663,0.89686448562968,36,"Shadow Prowess","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#exoticherman_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#exoticherman_nd_place"
"48","kanister",2,15,0.8,0.519108866193147,0.956687994894163,36,"Dimir Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#kanister_th_place"
"49","jvidarte",2,16,0.75,0.476229180103872,0.927337961747118,36,"Burn","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#jvidarte_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#jvidarte_th_place"
"50","ZYURYO",2,16,0.6875,0.413379363548641,0.889830045282883,33,"WURG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#zyuryo_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#zyuryo_nd_place"
"51","Zar0s",2,16,0.6875,0.413379363548641,0.889830045282883,33,"UBRG Control; WURG Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#zars_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#zars_th_place"
"52","NorrathDecay",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"Burn","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#norrathdecay_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#norrathdecay_st_place"
"53","Do0mSwitch",2,16,0.6875,0.413379363548641,0.889830045282883,33,"WURG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#domswitch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#domswitch_nd_place"
"54","BERNASTORRES",1,12,0.916666666666667,0.615203834849056,0.99789240676814,33,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#bernastorres_st_place"
"55","Naisirc",2,16,0.6875,0.413379363548641,0.889830045282883,33,"Gruul Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#naisirc_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#naisirc_th_place"
"56","Mateusf34",2,16,0.6875,0.413379363548641,0.889830045282883,33,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#mateusf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#mateusf_th_place"
"57","Jositoshekel",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Heliod Combo","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#jositoshekel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#jositoshekel_st_place"
"58","JustJack",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Humans","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#justjack_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#justjack_st_place"
"59","tuckbear",2,14,0.714285714285714,0.418964742816338,0.916110681692872,30,"Sultai Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#tuckbear_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#tuckbear_th_place"
"60","TSPJendrek",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Jeskai Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#tspjendrek_nd_place"
"61","DenebLyrae",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Heliod Combo","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#deneblyrae_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#deneblyrae_th_place"
"62","6argamel",1,10,1,0.691502892181239,1,30,"Mono White Taxes","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#argamel_st_place"
"63","Mogged",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Mono Red Prowess","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#mogged_th_place"
"64","Chefen",2,14,0.714285714285714,0.418964742816338,0.916110681692872,30,"Gruul Midrange; Heliod Combo","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#chefen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#chefen_th_place"
"65","marcofabrizi",1,10,1,0.691502892181239,1,30,"Bant Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#marcofabrizi_st_place"
"66","_Falcon_",2,14,0.714285714285714,0.418964742816338,0.916110681692872,30,"Shadow Prowess","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#_falcon__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#_falcon__th_place"
"67","JustBurn420",2,14,0.714285714285714,0.418964742816338,0.916110681692872,30,"Slivers; Burn","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#justburn_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#justburn_th_place"
"68","toondoslav",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Mono White Taxes; Infect","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#toondoslav_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#toondoslav_th_place"
"69","An_Actual_Potato",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Humans","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#an_actual_potato_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#an_actual_potato_th_place"
"70","albert62",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"WURG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#albert_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#albert_nd_place"
"71","Binolino",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Amulet Titan; Reclaimer Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#binolino_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#binolino_th_place"
"72","SebastianStueckl",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Green Tron; Gruul Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#sebastianstueckl_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#sebastianstueckl_st_place"
"73","Laplasjan",2,13,0.692307692307692,0.385738338249295,0.909079605427903,27,"Devoted","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#laplasjan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#laplasjan_th_place"
"74","_Stream",1,11,0.818181818181818,0.482244147639827,0.97716880170004,27,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#_stream_rd_place"
"75","PieGonti",1,11,0.818181818181818,0.482244147639827,0.97716880170004,27,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#piegonti_rd_place"
"76","pokerswizard",1,11,0.818181818181818,0.482244147639827,0.97716880170004,27,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#pokerswizard_th_place"
"77","Nytrox",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Heliod Combo","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#nytrox_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#nytrox_th_place"
"78","Better_than_Average",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Oops All Spells; Obosh Aggro","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#better_than_average_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#better_than_average_th_place"
"79","MoxSquirrel",1,12,0.75,0.428141538121811,0.945139355472007,27,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#moxsquirrel_nd_place"
"80","Gerardo94",1,11,0.818181818181818,0.482244147639827,0.97716880170004,27,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#gerardo_rd_place"
