"","PLAYERS","NO_APPEARANCES","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"41","bobthedog",4,"WURG Blink; Blue Scapeshift; Sultai Control","1; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-19#bobthedog_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-18#bobthedog_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#bobthedog_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#bobthedog_nd_place"
"42","patheus_84",4,"Ad Nauseam","4","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-04#patheus__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-24#patheus__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-31#patheus__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#patheus__st_place"
"43","pokerswizard",4,"Boros Prowess; Jund Midrange; Shadow Prowess","1; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-10#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#pokerswizard_th_place"
"44","MrRaeb",4,"Uroza; Gruul Midrange","3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-18#mrraeb_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#mrraeb_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#mrraeb_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#mrraeb_nd_place"
"45","mariogomes097",4,"Grixis Shadow; Devoted","3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#mariogomes_th_place"
"46","The_nayr",4,"Obosh Aggro; Mono Red Prowess","3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#the_nayr_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#the_nayr_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#the_nayr_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#the_nayr_th_place"
"47","toondoslav",3,"Primeval Titan; Dredge; Infect","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-01-26#toondoslav_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#toondoslav_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-27#toondoslav_th_place"
"48","122pablo",3,"Ascendancy Combo","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-02#pablo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#pablo_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-24#pablo_th_place"
"49","TheTunnelingCat",3,"Eldrazi Tron","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-09#thetunnelingcat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-25#thetunnelingcat_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#thetunnelingcat_st_place"
"50","bigjc00",3,"Amulet Titan","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-16#bigjc_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-30#bigjc_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#bigjc_st_place"
"51","Nikachu",3,"Merfolk","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-23#nikachu_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#nikachu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#nikachu_th_place"
"52","haubidtran",3,"Uroza","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-16#haubidtran_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-10#haubidtran_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-24#haubidtran_rd_place"
"53","Jositoshekel",3,"Burn; Ad Nauseam; Heliod Combo","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-22#jositoshekel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-10#jositoshekel_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#jositoshekel_th_place"
"54","ecobaronen",3,"Bant Control; Gruul Midrange","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-22#ecobaronen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-31#ecobaronen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#ecobaronen_th_place"
"55","Bayesta_93",3,"Green Tron; Boros Prowess; Shadow Prowess","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-23#bayesta__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-17#bayesta__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#bayesta__st_place"
"56","Mordeka1ser",3,"Niv To Light","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#mordekaser_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#mordekaser_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#mordekaser_rd_place"
"57","AnneLivleysD3ath",3,"Amulet Titan","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-05#annelivleysdath_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#annelivleysdath_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#annelivleysdath_nd_place"
"58","pbarrrgh",3,"Reclamation; Stoneblade","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#pbarrrgh_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-06-02#pbarrrgh_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#pbarrrgh_nd_place"
"59","Parrit",3,"Mono White Eldrazi Taxes; Mono White Taxes","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-17#parrit_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#parrit_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#parrit_st_place"
"60","Ivc",3,"Bant Control; Miracles","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-17#ivc_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-03#ivc_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#ivc_rd_place"
"61","cftsoc3",3,"Bant Blink","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-19#cftsoc_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#cftsoc_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#cftsoc_th_place"
"62","DreamsOfAshiok",3,"Eldrazi Tron; Rakdos Prowess","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-19#dreamsofashiok_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-24#dreamsofashiok_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-30#dreamsofashiok_nd_place"
"63","D00mwake",3,"Boros Prowess; Amulet Titan; Shadow Prowess","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-20#dmwake_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#dmwake_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#dmwake_st_place"
"64","kbr3",3,"Hardened Scales; Blue Scapeshift","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-26#kbr_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-27#kbr_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#kbr_th_place"
"65","Shorak123",3,"Reclamation","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-03#shorak_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#shorak_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#shorak_rd_place"
"66","otakkun",3,"Eldrazi Tron","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-03#otakkun_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-17#otakkun_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#otakkun_rd_place"
"67","aspiringspike",3,"Miracles; Bant Blink","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-10#aspiringspike_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#aspiringspike_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#aspiringspike_nd_place"
"68","unicornparadise",3,"Gruul Midrange; Jund Shadow; Spirits","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-17#unicornparadise_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-01#unicornparadise_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#unicornparadise_th_place"
"69","_LSN_",3,"Burn","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-24#_lsn__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-25#_lsn__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-27#_lsn__rd_place"
"70","fingers1991",3,"Rakdos Prowess; Boros Prowess; WURG Control","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-31#fingers_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#fingers_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#fingers_th_place"
"71","mashmalovsky",3,"Hammer Time; Ad Nauseam","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-01#mashmalovsky_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#mashmalovsky_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-28#mashmalovsky_th_place"
"72","Metcalf23",3,"Boros Taxes; Mono White Taxes","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-01#metcalf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#metcalf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#metcalf_st_place"
"73","Blitzlion27",3,"Mill","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#blitzlion_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#blitzlion_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#blitzlion_th_place"
"74","SvenSveeterSven",3,"Izzet Control; Mardu Midrange","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#svensveetersven_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#svensveetersven_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#svensveetersven_th_place"
"75","Mcleskey",3,"Burn; Humans; Izzet Prowess","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#mcleskey_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#mcleskey_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#mcleskey_nd_place"
"76","gazmon48",3,"Mono Red Prowess; Gruul Midrange; Green Tron","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#gazmon_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#gazmon_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#gazmon_st_place"
"77","DaniMRebel",3,"Selesnya Taxes; Spirits","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#danimrebel_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#danimrebel_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#danimrebel_rd_place"
"78","JUJUBEAN__2004",3,"Blue Scapeshift; Heliod Combo","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-27#jujubean___th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#jujubean___th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#jujubean___th_place"
"79","HouseOfManaMTG",3,"Green Tron; Amulet Titan","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#houseofmanamtg_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#houseofmanamtg_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#houseofmanamtg_rd_place"
"80","Smdster",3,"Rakdos Prowess; Temur Control; Heliod Combo","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#smdster_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#smdster_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#smdster_th_place"
"81","Kurusu",3,"Kiki Chord","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#kurusu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#kurusu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-21#kurusu_th_place"
"82","TuggaNaxos",3,"Burn; Shadow Prowess; Temur Control","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#tugganaxos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#tugganaxos_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#tugganaxos_th_place"
"83","eclipse4343",3,"Miracles","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#eclipse_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#eclipse_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-27#eclipse_th_place"
"84","pepeteam",2,"Urza Oko; Amulet Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#pepeteam_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-03#pepeteam_st_place"
"85","MentalMisstep",2,"Urza Oko; Stoneblade","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#mentalmisstep_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-23#mentalmisstep_th_place"
"86","cityofcards",2,"Eldrazi Tron; Shadow Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#cityofcards_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#cityofcards_th_place"
"87","AronGomu",2,"Heliod Combo; Amulet Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-19#arongomu_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-09#arongomu_th_place"
"88","Naisirc",2,"Neobrand; Hardened Scales","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-01-26#naisirc_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-26#naisirc_rd_place"
"89","phol",2,"Uroza; Amulet Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-09#phol_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-16#phol_th_place"
"90","offline",2,"Amulet Titan; Thopter Urza","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-16#offline_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-23#offline_th_place"
"91","Bullwinkkle6705",2,"UBRG Shadow; UBRG Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-16#bullwinkkle_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#bullwinkkle_th_place"
"92","Violent_Outburst",2,"Amulet Titan; Blue Scapeshift","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-02-17#violent_outburst_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#violent_outburst_th_place"
"93","al8ert.dk",2,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-02-17#alertdk_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-03-01#alertdk_th_place"
"94","elad3127",2,"Amulet Titan; Burn","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-23#elad_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-20#elad_nd_place"
"95","AvocadoToast",2,"Primeval Titan; Jund Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-03-01#avocadotoast_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-10#avocadotoast_st_place"
"96","Just_Roll",2,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-03-01#just_roll_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-24#just_roll_th_place"
"97","Kazuga",2,"Jund Midrange; Heliod Combo","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-03-01#kazuga_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#kazuga_th_place"
"98","Busterbrown52",2,"Humans; Elementals","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-08#busterbrown_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#busterbrown_th_place"
"99","MissTrigger",2,"Jund Midrange; Merfolk","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-08#misstrigger_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#misstrigger_st_place"
"100","stainerson",2,"Gruul Midrange; Niv To Light","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-08#stainerson_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#stainerson_rd_place"
"101","bolov0",2,"Humans; Rakdos Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-09#bolov_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#bolov_th_place"
"102","stayrospet",2,"Bant Control; Omnath Saheeli","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-09#stayrospet_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#stayrospet_nd_place"
"103","MiguelCaster",2,"Mono White Eldrazi Taxes; Orzhov Eldrazi Taxes","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#miguelcaster_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#miguelcaster_th_place"
"104","Mercenario",2,"Dredge","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-16#mercenario_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-31#mercenario_st_place"
"105","MatheusPonciano",2,"Dredge","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-16#matheusponciano_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#matheusponciano_th_place"
"106","nahuel10",2,"Burn; Reclamation","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#nahuel_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#nahuel_th_place"
"107","remf",2,"Gruul Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#remf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#remf_th_place"
"108","Jenara19",2,"Uroza; Amulet Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#jenara_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#jenara_th_place"
"109","NorrathDecay",2,"Burn","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-22#norrathdecay_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-29#norrathdecay_nd_place"
"110","tangrams",2,"Uroza","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-23#tangrams_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-31#tangrams_nd_place"
"111","Sharkcaster_Mage",2,"Primeval Titan; Reclaimer Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-29#sharkcaster_mage_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#sharkcaster_mage_th_place"
"112","MdvWin",2,"Burn","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-29#mdvwin_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-05#mdvwin_th_place"
"113","sff_mtg",2,"Green Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-29#sff_mtg_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-13#sff_mtg_th_place"
"114","Daking3603",2,"Mono Red Prowess; Reclaimer Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-30#daking_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#daking_th_place"
"115","maxxattack",2,"Infect; Ad Nauseam","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-31#maxxattack_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#maxxattack_th_place"
"116","nekonekoneko",2,"Burn; Shadow Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-31#nekonekoneko_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#nekonekoneko_th_place"
"117","xakx47x",2,"Naya Midrange; Devoted","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#xakxx_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#xakxx_nd_place"
"118","sparr0t",2,"Humans","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#sparrt_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-19#sparrt_st_place"
"119","Diem4x",2,"Bant Control; Jund Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-05#diemx_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-01#diemx_th_place"
"120","Brener",2,"Jund Midrange; Golgari Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-05#brener_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-26#brener_th_place"
"121","MadMaxErnst",2,"Uroza","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-07#madmaxernst_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#madmaxernst_th_place"
"122","Trellon",2,"Blue Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#trellon_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#trellon_th_place"
"123","Magicofplayer1",2,"Dredge","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#magicofplayer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#magicofplayer_th_place"
