"","ARCHETYPES","NB_COPIES","NB_PLAYERS","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","MATCHES_PER_PLAYER","WINRATE_ARCH_OUT_PLAYERS"
"32","Green Tron",6,6,45,0.711111111111111,0.556854722914768,0.836337439554319,7.5,1.00392156862745
"33","Belcher",6,6,46,0.695652173913043,0.542451348569868,0.822573184704055,7.66666666666667,1.00797900043749
"34","Ad Nauseam",7,6,51,0.666666666666667,0.52078744576937,0.792416665086264,8.5,0.962199312714777
"35","Bant Control",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"36","Kiki Chord",3,1,21,0.571428571428571,0.340206309280275,0.78180314311487,21,1
"37","Obosh Aggro",7,6,57,0.684210526315789,0.547570158211228,0.800949922261782,9.5,1.02902374670185
"38","Mardu Shadow",1,1,8,0.625,0.244863216366552,0.914766585862746,8,1
"39","Delver",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"40","Orzhov Midrange",3,3,24,0.75,0.532887197577331,0.902269590525467,8,1.00961538461538
"41","Oops All Spells",5,5,43,0.744186046511628,0.58828427891514,0.864814049711469,8.6,0.985898367797676
"42","UBRG Control",4,4,33,0.696969696969697,0.512889302461607,0.844083397603014,8.25,1.01906796423768
"43","Niv To Light",5,5,38,0.684210526315789,0.513472945593978,0.824974661098873,7.6,1.00303113805456
"44","Izzet Prowess",7,7,56,0.696428571428571,0.559032626319283,0.812201270118465,8,1.01583677871652
"45","Devoted",3,3,22,0.727272727272727,0.497778798733651,0.892710751629603,7.33333333333333,1.00149031296572
"46","Ascendancy Combo",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"47","Mardu Prowess",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"48","Scapeshift",2,2,14,0.571428571428571,0.288609400038307,0.823388910017882,7,1
"49","Hammer Time",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"50","Jund Shadow",2,2,18,0.722222222222222,0.465198034416944,0.903050787474441,9,1.02742910274291
"51","Neobrand",2,2,15,0.666666666666667,0.383803732541154,0.881758896633119,7.5,0.995555555555555
"52","Gifts Storm",2,2,14,0.642857142857143,0.351380110615992,0.872401570140841,7,1
"53","Naya Midrange",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"54","Mardu Midrange",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"55","Electro Balance",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"56","Enduring Ideal",2,1,14,0.571428571428571,0.288609400038307,0.823388910017882,14,1
"57","Elementals",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"58","Hardened Scales",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"59","Blue Tron",1,1,8,0.75,0.349144205587176,0.968145973750056,8,1
"60","Rakdos Midrange",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"61","Land Destruction",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"62","Jeskai Control",2,2,14,0.714285714285714,0.418964742816338,0.916110681692872,7,1
"63","Bant Midrange",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1.11111111111111
"64","Omnath Saheeli",4,4,33,0.787878787878788,0.610919080325887,0.910195755457299,8.25,1.08205126147847
"65","Izzet Control",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"66","Abzan Blink",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"67","Rakdos Shadow",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
